post_title,seo_page_title,categoryParent,author_name,post_date,imageDesktop650,imageMobile320,categoryChild,post_url
EKSKLUSIF: Ikal Ingin Buktikan Bigetron Delta Bukan Kuat di Online Saja,EKSKLUSIF: Ikal Ingin Buktikan Bigetron Delta Bukan Kuat di Online Saja,Esports,Yaya,2024-07-05 18:30:59,2024/07/ikal-feature-640x360.jpg,2024/07/ikal-feature-320x180.jpg,Free Fire,esports/free-fire/eksklusif-ikal-bigetron-delta-bukan-kuat-di-online-saja
Tears of Themis 3rd Anniversary Hadirkan Banyak Event Menarik,Tears of Themis 3rd Anniversary Hadirkan Banyak Event Menarik,Geek,Mecca Medina,2024-07-05 18:00:34,2024/07/Tears-of-Themis-3rd-Anniversary-featured-640x360.jpg,2024/07/Tears-of-Themis-3rd-Anniversary-featured-320x180.jpg,Game,geek/game/tears-of-themis-3rd-anniversary
EKSKLUSIF: Coach ChrisJo Bicara Roster & Ekspektasi ke Bigetron Delta di FFWS ID Fall 2024,EKSKLUSIF: Coach ChrisJo Bicara Roster & Ekspektasi ke Bigetron Delta di FFWS ID Fall 2024,Esports,Yaya,2024-07-05 17:40:27,2024/07/Coach-ChrisJo-feature-640x360.jpg,2024/07/Coach-ChrisJo-feature-320x180.jpg,Free Fire,esports/free-fire/eksklusif-coach-chrisjo-roster-ekspektasi-bigetron-delta-ffws-id-fall-2024
Launching Zenless Zone Zero Berlangsung Meriah di Kemang,Launching Zenless Zone Zero Berlangsung Meriah di Kemang,Geek,Mecca Medina,2024-07-05 17:27:33,2024/07/Launching-Zenless-Zone-Zero-featured-640x360.jpg,2024/07/Launching-Zenless-Zone-Zero-featured-320x180.jpg,Game,geek/game/launching-zenless-zone-zero
"Skill Dr. Bian HOK, Kekuatan Racun dan Healing yang Kuat!","Skill Dr. Bian HOK, Kekuatan Racun dan Healing yang Kuat!",Esports,Arini Rizki Fauziah,2024-07-05 17:15:04,2024/07/skill-dr-bian-hok-640x360.jpg,2024/07/skill-dr-bian-hok-320x180.jpg,Esports Lain,esports/esports-lain/skill-dr-bian-hok
Cara Mengakses Map Mt. Firmament di Wuthering Waves,Cara Mengakses Map Mt. Firmament di Wuthering Waves,Geek,Sandi,2024-07-05 16:30:26,2024/06/wuthering-waves-3-640x360.jpg,2024/06/wuthering-waves-3-320x180.jpg,Game,geek/game/cara-mengakses-map-mt-firmament-di-wuthering-waves
Trilogi Film Kimetsu no Yaiba Infinity Castle Sedang Dikerjakan!,Triligo Film Kimetsu no Yaiba Infinity Castle Sedang Dikerjakan!,Geek,Arini Rizki Fauziah,2024-07-05 15:45:55,2024/07/Film-Kimetsu-no-Yaiba-Infinity-Castle-640x360.jpg,2024/07/Film-Kimetsu-no-Yaiba-Infinity-Castle-320x180.jpg,Anime Manga,geek/anime-manga/film-kimetsu-no-yaiba-infinity-castle
Ubisoft Berencana Remake Beberapa Judul Assassin's Creed,Ubisoft Berencana Remake Beberapa Judul Assassin's Creed,Geek,Sandi,2024-07-05 15:00:37,2024/06/assassins-creed-640x360.jpg,2024/06/assassins-creed-320x180.jpg,Game,geek/game/ubisoft-berencana-remake-beberapa-judul-assassins-creed
"Rekomendasi Emblem, Battle Spell, dan Build Bruno Season 33","Rekomendasi Emblem, Battle Spell, dan Build Bruno Season 33",Esports,Retna Kumalasari,2024-07-05 14:15:04,2024/06/Build-Bruno-Season-33-featured-640x360.jpg,2024/06/Build-Bruno-Season-33-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/build-bruno-season-33
10 Anime Summer 2024 Terbaik yang Wajib Kamu Tonton!,10 Anime Summer 2024 Terbaik yang Wajib Kamu Tonton!,Geek,Arini Rizki Fauziah,2024-07-05 13:30:04,2024/06/10-Anime-summer-2024-Terbaik-640x360.jpg,2024/06/10-Anime-summer-2024-Terbaik-320x180.jpg,Anime Manga,geek/anime-manga/anime-summer-2024-terbaik
